web-scraper-order,web-scraper-start-url,pages,pages-href,ads,ads-href,title,amount,location,Unit Type,Bedrooms,description,size
"1585065869-359","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","15","https://www.kijiji.ca/b-apartments-condos/calgary/page-15/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","1 Bedroom - 1185 McKinnon Dr. NE","https://www.kijiji.ca/v-apartments-condos/calgary/1-bedroom-1185-mckinnon-dr-ne/1485590710","1 Bedroom - 1185 McKinnon Dr. NE","$1,249.00","1185 McKinnon Dr. NE, Calgary, AB, T2E 7V4(View Map)","null","null","null","600"
"1585068402-548","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","9","https://www.kijiji.ca/b-apartments-condos/calgary/page-9/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Beltline Apartment For Rent | 1212 13 Avenue SW","https://www.kijiji.ca/v-apartments-condos/calgary/beltline-apartment-for-rent-1212-13-avenue-sw/1460810659","Beltline Apartment For Rent | 1212 13 Avenue SW","$1,499.00","1212 13 Avenue SW, Calgary, AB, T3C 0T1(View Map)","null","null","Wilmax Apartments are located in Beltline / Downtown Calgary. Wilmax Apartments are conveniently located near an array of local shops, restaurants, bars, and amenities, as it is situated blocks away from 17th Ave SW and 14th Street SW.","1,012"
"1585064758-85","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            Looking to rent a place starting August 1st!.","https://www.kijiji.ca/v-apartments-condos/calgary/looking-to-rent-a-place-starting-august-1st/1492829173","Wanted: Looking to rent a place starting August 1st!.","$1,000.00","Calgary, AB, Canada, T2W3L6(View Map)","null","null","My girlfriend and I are looking to rent a new place starting August 1st when our current lease is up. Our price range is 700-1000$ utilities included is preferred. We have good full time steady jobs, I am a HVAC installer, she is a customer service rep at an auto body shop. We don't party or smoke, we have 2 cats and that's about all. Please contact me at 4036130148 if you have questions or would like to meet. Thanks! LOCATION: southwest/southeast preferred!.","1,000"
"1585068080-538","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","9","https://www.kijiji.ca/b-apartments-condos/calgary/page-9/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Beltline Apartment For Rent | 528 15 Ave SW","https://www.kijiji.ca/v-apartments-condos/calgary/beltline-apartment-for-rent-528-15-ave-sw/1460810610","Beltline Apartment For Rent | 528 15 Ave SW","$999.00","528 15 Ave SW, Calgary, AB, T2R 0R2(View Map)","null","null","Vintage Squared is an apartment building in the Beltline / Downtown area of Calgary. Vintage Squared is conveniently located a block away from 17th Ave & 4th Street. The apartment is neighboring numerous bars, restaurants and retail stores, including; Rose & Crown Pub, National on 17th, The Livingroom, Anju, One Night Stanz, Cleaver, UNA, and many more.","450"
"1585069223-562","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","8","https://www.kijiji.ca/b-apartments-condos/calgary/page-8/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Sunalta Apartment For Rent | 1929 11 Ave SW","https://www.kijiji.ca/v-apartments-condos/calgary/sunalta-apartment-for-rent-1929-11-ave-sw/1460811767","Sunalta Apartment For Rent | 1929 11 Ave SW","$1,050.00","1929 11 Ave SW, Calgary, AB, T3C 0N9(View Map)","null","null","Live in the inner city Calgary community of Sunalta. Our Sunalta 19 property has apartments for rent in Sunalta along 11 Avenue SW. This residential community neighbors downtown, just East of Crowchild Trail and South of Bow Trail.","Not Available"
"1585065075-164","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","18","https://www.kijiji.ca/b-apartments-condos/calgary/page-18/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Cozy Inner City Fourplex for rent","https://www.kijiji.ca/v-apartments-condos/calgary/cozy-inner-city-fourplex-for-rent/1488376943","Cozy Inner City Fourplex for rent","$2,150.00","246 20 Ave NE #2, Calgary, AB T2E 1P9, Canada(View Map)","null","null","AMAZING!!! INNER CITY quality built townhouse by Cambridge Homes. Dark stained Maple hardwood floors. Beautiful kitchen features Mocha stained maple cabinets, granite counters, center island & tiled backsplash w/glass mosaic tile accents. Garden door exposed to a HUGE NEW 16'x20' DECK. Also as a BONUS...THERE IS NO GRASS TO CUT!!!","2,010"
"1585065057-159","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","18","https://www.kijiji.ca/b-apartments-condos/calgary/page-18/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Brand new legal suite for rent  (RENTED)","https://www.kijiji.ca/v-apartments-condos/calgary/brand-new-legal-suite-for-rent-rented/1488327415","Brand new legal suite for rent  (RENTED)","$800.00",", T3N1K1, Calgary, AB, Canada(View Map)","null","null","This is a brand new basement legal suite located near every amenity, with side entrance and two large windows. The suite is fully equipped with a separate furnace and appliances including dishwasher, range, fridge, washer & dryer and a full bath. All appliances are brand new. The bed room comes with reading area and large walk-in closet. There is additional 5' x 5' storage room. It is a corner lot with lots of street parking spots. Prefer lease term but month-to-month can be negotiated. Rent is $800 + 30% utilities and one month DD. This cozy suite is ideal for single professionals or students. Near to shopping centres, the Airport, Country Hills Blvd, Stoney Trail and Deer Foot Trail. Please call or text me @ (587) 315-7870 if you’re interested.","797"
"1585065689-309","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","FURNISHED & EQUIPPED 2 BED 2 BATH CORNER UNIT WITH PARKING","https://www.kijiji.ca/v-apartments-condos/calgary/furnished-equipped-2-bed-2-bath-corner-unit-with-parking/1489813878","FURNISHED & EQUIPPED 2 BED 2 BATH CORNER UNIT WITH PARKING","$1,900.00","836 15 Ave SW, Calgary, AB T2R 1S2, Canada(View Map)","null","null","Fabulous corner suite in the desired Emerald Stone building in the heart of Downtown Calgary! Rent includes 1 underground parking space. The two bedrooms and two bathrooms suite (both with showers) is fully furnished and equipped. Ensuite laundry for your convenience. Enjoy the breathtaking views of the cityscape and the exterior south balcony. Abundance of natural light from the south and west with windows spanning wall-to-wall, full south sun during the day and spectacular sunsets. The suite is spacious and offers approximately 900 Sqft of living quarters. The kitchen is fully equipped and have custom-built maple kitchen cabinetry, granite countertops and stainless steel appliances. A well-sized master bedroom with ample closet space and an ensuite bathroom featuring a 4pc full bath/shower. Enjoy the building’s amenities: Fitness Centre and Virtual Golf Simulator. Steps from awesome shopping, dining, coffee shops, the Bow River and grocery stores. Conveniently located, steps away from major bus routes.","889"
"1585064847-107","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","14","https://www.kijiji.ca/b-apartments-condos/calgary/page-14/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","apartment","https://www.kijiji.ca/v-apartments-condos/calgary/apartment/1481530362","apartment","$1,350.00","630 8 Ave SE, Calgary, AB T2G 5T2, Canada(View Map)","null","null","2 Bdrm, 2 Bath, 2 balconies. East Village. All utilities included. Near Fort Calgary. Optic TELUS internet 40% OFF","870"
"1585068303-545","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","9","https://www.kijiji.ca/b-apartments-condos/calgary/page-9/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Bankview Apartment For Rent | 1611 23 Avenue SW","https://www.kijiji.ca/v-apartments-condos/calgary/bankview-apartment-for-rent-1611-23-avenue-sw/1460810640","Bankview Apartment For Rent | 1611 23 Avenue SW","$1,475.00","1611 23 Avenue SW, Calgary, AB, T2T 0V1(View Map)","null","null","Westview Terrace is a contemporary apartment building in the residential community of Bankview. Westview Terrace has SW Calgary apartments for rent, the building is pet-friendly and family friendly, with on-site laundry and parking available.","1,000"
"1585066570-486","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","1","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Two Bedroom Apartment One Bathroom - Beltline - Pets - 300/MNTH","https://www.kijiji.ca/v-apartments-condos/calgary/two-bedroom-apartment-one-bathroom-beltline-pets-300-mnth/1482380606","Two Bedroom Apartment One Bathroom - Beltline - Pets - 300/MNTH","$1,440.00","123 10th Avenue South West, Calgary, AB, T2R 1K8(View Map)","null","null","Our two bedroom, one bathroom condo-style suites are located in downtown Calgary. Each suite comes with spacious countertops, stainless steel appliances, and open concept living areas.  As a resident of First on Tenth you will have access to a newly upgraded, fully-equipped fitness centre, roof top patio, updated entertainment room, and renovated multi-sport court. You will also find yourself only a few short steps away from Stephen Avenue, City Hall, Olympic Plaza, the Glenbow Museum, the Calgary Tower and Arts Common. Come see why First on Tenth is a great place to call home.  

To book a tour of this wonderful community, please call or email our leasing office to schedule an appointment. 

COZY DEALS: $300 OFF PER MONTH* Hurry Fast This Deal Won't Last Long!

Security Deposit Waived For All First Responders

***Prices Starting From $1440 - $1490***

*Pricing displayed is starting from and has all applicable incentives already applied. Incentives may be subject to change or end without notice. All pictures shown may not be representative of all suites available.","Not Available"
"1585065524-274","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","17","https://www.kijiji.ca/b-apartments-condos/calgary/page-17/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","DOWNTOWN BRIDGELAND CONDO - March 1st!","https://www.kijiji.ca/v-apartments-condos/calgary/downtown-bridgeland-condo-march-1st/1489178702","DOWNTOWN BRIDGELAND CONDO - March 1st!","$1,500.00","46 9 street NE, T2E 7Y1, calgary, AB(View Map)","null","null","BRIDGELAND! Amazing 1 Bedroom plus den in a NEW building! AVAIL. MARCH 1st
Includes all utilities except internet/cable.
UNFURNISHED - furniture in pictures will be moved out.
Everything is new - white quartz counter-tops and stainless steel appliances, gas-top stove and electric oven.","700"
"1585066156-426","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","house rental including basement 38 ave McLeod Tr. S.W.","https://www.kijiji.ca/v-apartments-condos/calgary/house-rental-including-basement-38-ave-mcleod-tr-s-w/1473034882","house rental including basement 38 ave McLeod Tr. S.W.","$1,250.00","3823 Parkhill Pl SW, Calgary, AB T2S 2W6, Canada(View Map)","null","null","1000 sq ft. House, roomy with 2 beds up and dining room, Parkhill Community
Close to down town and 4th street Mission.
$1250 but can be Lower ( see below )
In the basement is one large workshop or office / 3rd bedroom down. The basement is large.
The basement is unfinished which may be ideal for any storage if your outdoorsy or a musician, crafts , office up to your imagination.
Laundry is in the basement ( New appliances )
Back yard : rear parking for 2 cars plus. The back yard is ideal for a garden and patio set.
* quiet neighbours
* close walk to Stanley park ! bike paths, rollerblading, walk ways, pool and tenis courts.
* Because of the house style and tree out front the house remains Cool in the summer.
* * * Rental incentive ? bonus. rent may be lower if you can do snow removal for neighbour.
* Location Location Location, Inner city main floor house and basement for rent. 38 at McLeod Trail S.W.
* Can hook up portable dishwasher
* Short walk to Stanley Park, C Train, Tims and McD's
The street has a dead end so there is no through traffic and is usually quiet all the time.
Also close by is a grocery store at 4th street, restaurants and coffee shops. Chinook is a short car ride.
Great location for those working in the area or down town that don't want to use the Deerfoot !
Ideal tenant would be single or professional couple with no kids or pets. Retired welcome.
utilities are approx$250
The back yard is big enough to have your patio set and a few other things.
The house is a duplex but the neighbours next door are quiet.
Parking is in back for 2 - 3 cars with on street in front.
Call / text for info. 403 651 8748 albertamac@gmail.com","1,100"
"1585066452-470","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","11","https://www.kijiji.ca/b-apartments-condos/calgary/page-11/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","3 Bedroom Bi-Level Premium - 343-14 Ave. SW *Premium Suite*","https://www.kijiji.ca/v-apartments-condos/calgary/3-bedroom-bi-level-premium-343-14-ave-sw-premium-suite/1487437344","3 Bedroom Bi-Level Premium - 343-14 Ave. SW *Premium Suite*","$2,245.00","343-14 Ave. SW, Calgary, AB, T2R 0M5(View Map)","null","null","null","1,174"
"1585066006-392","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","13","https://www.kijiji.ca/b-apartments-condos/calgary/page-13/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Modern Bridgeland Condo Close to Downtown","https://www.kijiji.ca/v-apartments-condos/calgary/modern-bridgeland-condo-close-to-downtown/1491475009","Modern Bridgeland Condo Close to Downtown","$1,450.00","CanadaAlberta, T2E3S7(View Map)","null","null","Beautiful Bridgeland Condo
This is a south facing unit which face's downtown on the second level. It is a beautiful unit with a spacious living/ kitchen area. Great spot for living downtown, it is close to bus stops, restaurants, parks, green spaces, tennis courts, ball diamonds and much more. Walk to work in minutes. Bridgeland is a very trendy place to live with lots of entertainment around within walking distance.
The building is wonderfully landscaped with a courtyard and common garden areas. Has two fully equipped exercise rooms ( one in each building ). Locked personal storage locker, heated underground parking stall(s), bike lock up located on P1, car wash located on P2 and secure building access. The unit has 9 foot ceilings, laminate dark colour flooring, walkthrough closet, front loading washer/ dryer, stainless steel appliances, quartz countertops, tile flooring in bathroom and garburator in sink. Relax after work on the balcony facing the downtown area.
Monthly Rent : $1450
Damage Deposit : $1450
Parking : Comes with 1 Underground Secure Heated Stall.
(Also have an extra stall that is side by side, currently being rented until the end of April. That can be rented as well for $100/month.
No Pets
Non Smoking
Heat, water is INCLUDED .
Available March 15th.","700"
